Days Since Servicing,Warranty Status,Days Since Purchase,Company,Status
72.0,False,480.0,4,No servicing required
132.0,False,487.0,1,No servicing required
493.0,False,972.0,3,Delay for servicing
672.0,True,856.0,1,Urgent Servicing Required
144.0,True,794.0,1,No servicing required
54.0,True,290.0,3,Perfect
247.0,False,608.0,3,Service required soon
204.0,False,291.0,4,No servicing required
689.0,False,753.0,2,Urgent Servicing Required
58.0,True,890.0,1,Service required soon
254.0,True,643.0,2,No servicing required
67.0,True,483.0,3,No servicing required
301.0,False,704.0,1,Service required soon
445.0,False,963.0,2,Delay for servicing
209.0,True,874.0,1,Service required soon
69.0,True,370.0,3,Perfect
23.0,True,997.0,4,Urgent Servicing Required
357.0,True,455.0,3,No servicing required
143.0,True,312.0,2,Perfect
302.0,True,312.0,3,Perfect
270.0,True,385.0,1,Perfect
157.0,True,804.0,4,Service required soon
395.0,True,527.0,4,No servicing required
56.0,False,895.0,3,Urgent Servicing Required
225.0,True,947.0,1,Service required soon
211.0,True,378.0,1,Perfect
21.0,False,330.0,3,No servicing required
854.0,True,955.0,3,Delay for servicing
61.0,False,319.0,2,No servicing required
865.0,False,911.0,4,Ground
400.0,True,416.0,4,No servicing required
270.0,True,404.0,3,No servicing required
319.0,True,760.0,1,Service required soon
126.0,True,389.0,4,Perfect
370.0,False,542.0,2,No servicing required
426.0,True,866.0,2,Urgent Servicing Required
140.0,False,866.0,2,Urgent Servicing Required
923.0,True,965.0,3,Delay for servicing
61.0,True,625.0,4,No servicing required
8.0,True,292.0,4,Perfect
287.0,False,974.0,1,Delay for servicing
667.0,True,696.0,3,Service required soon
353.0,False,860.0,4,Delay for servicing
764.0,False,852.0,1,Delay for servicing
298.0,False,970.0,1,Delay for servicing
121.0,True,857.0,4,Service required soon
660.0,True,953.0,4,Delay for servicing
499.0,False,892.0,2,Delay for servicing
600.0,True,895.0,2,Urgent Servicing Required
815.0,False,968.0,1,Ground
112.0,True,874.0,2,Service required soon
506.0,True,740.0,4,Service required soon
460.0,True,745.0,1,Service required soon
200.0,False,700.0,1,Service required soon
579.0,False,776.0,4,Urgent Servicing Required
24.0,False,745.0,1,Service required soon
314.0,True,895.0,1,Service required soon
110.0,False,974.0,4,Delay for servicing
619.0,True,945.0,3,Delay for servicing
185.0,True,534.0,2,No servicing required
344.0,False,345.0,1,No servicing required
579.0,True,973.0,2,Delay for servicing
506.0,True,847.0,1,Service required soon
526.0,True,658.0,4,Service required soon
271.0,True,524.0,3,No servicing required
56.0,True,509.0,3,No servicing required
572.0,False,677.0,2,Service required soon
460.0,False,577.0,3,Service required soon
115.0,True,710.0,2,No servicing required
578.0,True,771.0,4,Urgent Servicing Required
491.0,True,731.0,1,Service required soon
856.0,False,975.0,3,Ground
130.0,True,776.0,3,Service required soon
901.0,False,936.0,3,Ground
317.0,True,837.0,3,Service required soon
287.0,True,637.0,3,No servicing required
635.0,True,987.0,3,Delay for servicing
623.0,True,636.0,4,Service required soon
17.0,True,900.0,2,Service required soon
173.0,True,761.0,3,Service required soon
344.0,False,570.0,4,Service required soon
89.0,True,134.0,4,Perfect
234.0,True,930.0,4,Urgent Servicing Required
393.0,True,852.0,2,Urgent Servicing Required
1.0,True,628.0,1,No servicing required
51.0,False,968.0,3,Delay for servicing
512.0,False,982.0,1,Delay for servicing
13.0,True,815.0,1,Service required soon
480.0,True,523.0,1,No servicing required
51.0,True,68.0,2,Perfect
168.0,False,275.0,4,No servicing required
401.0,False,814.0,2,Urgent Servicing Required
223.0,True,654.0,3,No servicing required
120.0,False,986.0,2,Delay for servicing
40.0,False,925.0,4,Urgent Servicing Required
176.0,True,405.0,4,No servicing required
88.0,True,157.0,3,Perfect
580.0,True,642.0,1,No servicing required
389.0,True,567.0,1,No servicing required
298.0,False,942.0,4,Delay for servicing
597.0,True,965.0,2,Delay for servicing
335.0,False,376.0,2,No servicing required
130.0,True,229.0,3,Perfect
50.0,False,819.0,2,Urgent Servicing Required
319.0,True,367.0,2,Perfect
439.0,False,538.0,1,No servicing required
398.0,True,904.0,2,Urgent Servicing Required
350.0,True,450.0,1,No servicing required
41.0,True,548.0,3,No servicing required
520.0,False,645.0,2,Service required soon
241.0,True,350.0,2,Perfect
1.0,False,258.0,4,Perfect
257.0,False,710.0,2,Service required soon
446.0,True,933.0,2,Urgent Servicing Required
4.0,False,295.0,4,Perfect
826.0,True,987.0,2,Delay for servicing
109.0,True,630.0,3,No servicing required
174.0,True,745.0,4,Service required soon
462.0,False,912.0,1,Delay for servicing
249.0,False,451.0,3,No servicing required
138.0,True,968.0,3,Urgent Servicing Required
46.0,True,593.0,3,No servicing required
252.0,True,725.0,2,No servicing required
161.0,True,620.0,3,No servicing required
177.0,True,624.0,3,No servicing required
89.0,False,689.0,2,Service required soon
174.0,True,535.0,4,No servicing required
902.0,True,908.0,1,Delay for servicing
90.0,False,380.0,3,No servicing required
192.0,True,414.0,1,Perfect
230.0,False,999.0,3,Delay for servicing
128.0,False,503.0,1,No servicing required
426.0,True,864.0,1,Service required soon
477.0,False,947.0,1,Delay for servicing
350.0,True,901.0,1,Urgent Servicing Required
29.0,False,727.0,4,Service required soon
107.0,False,928.0,2,Urgent Servicing Required
288.0,True,592.0,4,No servicing required
260.0,True,858.0,3,Urgent Servicing Required
354.0,True,795.0,1,Service required soon
229.0,True,785.0,3,Service required soon
29.0,True,785.0,1,No servicing required
179.0,True,195.0,1,Perfect
746.0,True,970.0,2,Delay for servicing
161.0,True,887.0,3,Service required soon
501.0,False,979.0,1,Delay for servicing
445.0,True,909.0,4,Urgent Servicing Required
608.0,True,927.0,4,Delay for servicing
117.0,False,216.0,2,Perfect
229.0,True,803.0,4,Service required soon
192.0,False,311.0,1,No servicing required
97.0,True,272.0,3,Perfect
7.0,False,126.0,1,Perfect
53.0,True,377.0,4,Perfect
5.0,True,240.0,4,Perfect
70.0,False,465.0,1,No servicing required
334.0,True,835.0,2,Service required soon
333.0,False,737.0,2,Service required soon
204.0,True,799.0,3,Service required soon
461.0,True,660.0,2,No servicing required
245.0,False,439.0,1,No servicing required
154.0,False,340.0,4,No servicing required
285.0,True,369.0,2,Perfect
269.0,False,767.0,2,Urgent Servicing Required
270.0,True,349.0,1,Perfect
364.0,True,760.0,2,Service required soon
424.0,True,989.0,2,Urgent Servicing Required
338.0,True,855.0,1,Service required soon
342.0,True,913.0,4,Urgent Servicing Required
503.0,False,818.0,3,Delay for servicing
270.0,False,640.0,1,No servicing required
382.0,True,402.0,1,No servicing required
243.0,True,463.0,3,No servicing required
275.0,True,760.0,4,Service required soon
56.0,False,802.0,4,Urgent Servicing Required
156.0,False,563.0,4,No servicing required
404.0,True,631.0,3,No servicing required
237.0,False,749.0,1,Service required soon
659.0,False,894.0,4,Delay for servicing
693.0,True,723.0,4,Service required soon
335.0,False,447.0,1,No servicing required
223.0,True,395.0,4,No servicing required
905.0,False,964.0,1,Ground
198.0,True,377.0,3,Perfect
264.0,False,333.0,1,No servicing required
187.0,True,192.0,4,Perfect
628.0,True,864.0,4,Urgent Servicing Required
105.0,True,960.0,4,Urgent Servicing Required
108.0,True,552.0,3,No servicing required
549.0,False,883.0,4,Delay for servicing
135.0,True,766.0,4,Service required soon
260.0,False,655.0,2,Service required soon
348.0,False,844.0,4,Urgent Servicing Required
198.0,True,563.0,1,No servicing required
602.0,False,942.0,4,Delay for servicing
780.0,True,898.0,4,Delay for servicing
486.0,True,987.0,4,Delay for servicing
520.0,True,700.0,2,Service required soon
580.0,False,958.0,3,Ground
275.0,True,393.0,2,Perfect
475.0,True,853.0,4,Urgent Servicing Required
501.0,False,945.0,1,Delay for servicing
497.0,True,878.0,4,Urgent Servicing Required
705.0,True,969.0,3,Delay for servicing
54.0,False,709.0,2,Service required soon
167.0,True,996.0,2,Urgent Servicing Required
326.0,True,582.0,4,No servicing required
110.0,True,226.0,1,Perfect
405.0,True,487.0,1,No servicing required
375.0,False,708.0,3,Urgent Servicing Required
468.0,True,890.0,4,Urgent Servicing Required
395.0,True,656.0,1,No servicing required
369.0,True,954.0,1,Urgent Servicing Required
451.0,True,683.0,4,Service required soon
456.0,True,606.0,3,No servicing required
40.0,False,957.0,1,Urgent Servicing Required
459.0,False,917.0,4,Delay for servicing
333.0,True,787.0,1,Service required soon
161.0,True,262.0,2,Perfect
225.0,False,518.0,3,No servicing required
296.0,True,707.0,3,Service required soon
80.0,False,546.0,3,No servicing required
791.0,True,886.0,3,Urgent Servicing Required
180.0,False,272.0,3,No servicing required
804.0,False,871.0,1,Delay for servicing
561.0,True,638.0,4,Service required soon
65.0,True,450.0,4,No servicing required
43.0,True,375.0,1,Perfect
43.0,True,798.0,4,Service required soon
351.0,True,642.0,2,No servicing required
225.0,True,315.0,2,Perfect
134.0,True,503.0,1,No servicing required
192.0,True,958.0,4,Urgent Servicing Required
0.0,False,889.0,2,Urgent Servicing Required
225.0,False,936.0,3,Delay for servicing
161.0,True,653.0,1,No servicing required
67.0,True,810.0,3,Service required soon
427.0,False,448.0,1,No servicing required
391.0,True,726.0,4,Service required soon
28.0,True,404.0,2,Perfect
464.0,False,557.0,4,Service required soon
80.0,True,129.0,3,Perfect
276.0,True,659.0,2,No servicing required
858.0,True,898.0,3,Delay for servicing
504.0,False,547.0,3,No servicing required
70.0,False,745.0,4,Service required soon
621.0,True,665.0,1,Service required soon
122.0,True,226.0,2,Perfect
484.0,False,548.0,2,No servicing required
577.0,True,738.0,1,Service required soon
400.0,False,404.0,1,No servicing required
544.0,True,831.0,4,Urgent Servicing Required
452.0,False,595.0,1,No servicing required
307.0,False,404.0,1,No servicing required
462.0,True,596.0,3,No servicing required
32.0,False,787.0,2,Service required soon
161.0,False,448.0,1,No servicing required
437.0,True,773.0,4,Service required soon
743.0,True,761.0,2,Service required soon
352.0,True,876.0,3,Urgent Servicing Required
363.0,True,462.0,3,No servicing required
99.0,True,837.0,2,Service required soon
54.0,False,907.0,3,Urgent Servicing Required
836.0,True,894.0,3,Delay for servicing
198.0,True,260.0,1,Perfect
129.0,False,414.0,1,No servicing required
449.0,True,821.0,2,Service required soon
818.0,True,971.0,1,Delay for servicing
485.0,True,598.0,2,No servicing required
183.0,True,302.0,4,Perfect
166.0,True,895.0,4,Urgent Servicing Required
344.0,False,675.0,1,Service required soon
17.0,True,908.0,4,Urgent Servicing Required
121.0,False,638.0,2,No servicing required
42.0,False,920.0,4,Urgent Servicing Required
406.0,False,519.0,3,No servicing required
273.0,True,757.0,1,Service required soon
100.0,True,614.0,2,No servicing required
378.0,False,616.0,1,Service required soon
484.0,True,646.0,1,No servicing required
31.0,True,882.0,3,Service required soon
21.0,False,865.0,3,Urgent Servicing Required
676.0,False,934.0,2,Delay for servicing
756.0,True,963.0,1,Delay for servicing
201.0,True,674.0,3,No servicing required
324.0,True,519.0,4,No servicing required
2.0,True,319.0,3,Perfect
365.0,True,423.0,4,No servicing required
33.0,True,104.0,2,Perfect
442.0,True,684.0,1,No servicing required
512.0,False,830.0,2,Urgent Servicing Required
528.0,True,604.0,3,No servicing required
269.0,True,976.0,2,Urgent Servicing Required
714.0,False,939.0,3,Delay for servicing
155.0,False,404.0,4,No servicing required
423.0,True,954.0,4,Delay for servicing
575.0,True,851.0,1,Urgent Servicing Required
115.0,True,495.0,3,No servicing required
789.0,True,802.0,1,Urgent Servicing Required
373.0,True,783.0,2,Service required soon
20.0,False,285.0,4,Perfect
205.0,False,405.0,3,No servicing required
406.0,True,423.0,2,No servicing required
132.0,True,479.0,4,No servicing required
406.0,False,788.0,2,Urgent Servicing Required
348.0,True,497.0,1,No servicing required
206.0,True,554.0,4,No servicing required
10.0,True,896.0,3,Service required soon
208.0,True,468.0,2,No servicing required
659.0,True,785.0,3,Urgent Servicing Required
847.0,False,906.0,4,Ground
930.0,True,942.0,2,Delay for servicing
583.0,True,749.0,3,Service required soon
499.0,False,623.0,1,Service required soon
847.0,False,892.0,3,Delay for servicing
918.0,True,992.0,1,Delay for servicing
127.0,False,387.0,2,No servicing required
315.0,True,684.0,3,No servicing required
30.0,True,828.0,2,Service required soon
1.0,True,344.0,2,Perfect
68.0,True,797.0,3,Service required soon
200.0,True,416.0,3,No servicing required
11.0,True,746.0,2,No servicing required
502.0,True,854.0,4,Urgent Servicing Required
257.0,False,563.0,1,No servicing required
473.0,False,590.0,1,No servicing required
18.0,False,150.0,4,Perfect
735.0,True,745.0,4,Service required soon
647.0,False,771.0,3,Urgent Servicing Required
315.0,True,541.0,1,No servicing required
86.0,True,441.0,3,No servicing required
320.0,True,670.0,4,No servicing required
36.0,False,938.0,3,Urgent Servicing Required
388.0,False,792.0,2,Urgent Servicing Required
373.0,False,788.0,1,Urgent Servicing Required
647.0,True,795.0,2,Service required soon
296.0,True,392.0,2,Perfect
99.0,False,433.0,2,No servicing required
537.0,False,556.0,3,Service required soon
633.0,True,951.0,1,Urgent Servicing Required
234.0,True,563.0,1,No servicing required
18.0,False,483.0,3,No servicing required
80.0,False,87.0,4,Perfect
442.0,True,452.0,1,No servicing required
417.0,True,462.0,1,No servicing required
19.0,True,29.0,2,Perfect
100.0,False,218.0,4,Perfect
391.0,True,431.0,3,No servicing required
162.0,True,451.0,3,No servicing required
405.0,True,507.0,3,No servicing required
329.0,False,777.0,2,Urgent Servicing Required
253.0,True,720.0,2,No servicing required
1.0,True,473.0,3,No servicing required
558.0,True,859.0,4,Urgent Servicing Required
628.0,True,771.0,2,Service required soon
741.0,True,861.0,3,Urgent Servicing Required
39.0,True,521.0,4,No servicing required
156.0,True,739.0,3,No servicing required
227.0,True,923.0,4,Urgent Servicing Required
226.0,False,454.0,3,No servicing required
368.0,True,844.0,2,Service required soon
16.0,False,496.0,1,No servicing required
277.0,False,586.0,3,No servicing required
44.0,True,713.0,2,No servicing required
266.0,False,274.0,4,No servicing required
144.0,True,328.0,4,Perfect
295.0,False,439.0,1,No servicing required
342.0,True,579.0,3,No servicing required
46.0,False,268.0,3,Perfect
398.0,True,807.0,4,Urgent Servicing Required
326.0,False,878.0,3,Urgent Servicing Required
12.0,True,374.0,2,Perfect
597.0,True,637.0,2,No servicing required
583.0,False,782.0,3,Urgent Servicing Required
16.0,True,308.0,2,Perfect
196.0,False,478.0,2,No servicing required
30.0,True,114.0,2,Perfect
636.0,False,718.0,2,Urgent Servicing Required
419.0,True,744.0,3,Service required soon
100.0,True,554.0,4,No servicing required
607.0,True,831.0,1,Service required soon
143.0,False,830.0,3,Urgent Servicing Required
541.0,True,655.0,1,No servicing required
175.0,False,347.0,4,No servicing required
283.0,True,981.0,2,Urgent Servicing Required
10.0,True,430.0,4,No servicing required
253.0,True,913.0,1,Urgent Servicing Required
271.0,False,417.0,3,No servicing required
550.0,True,599.0,4,No servicing required
480.0,True,698.0,1,No servicing required
14.0,False,827.0,4,Urgent Servicing Required
105.0,True,986.0,3,Urgent Servicing Required
98.0,False,528.0,4,No servicing required
277.0,True,353.0,1,Perfect
680.0,False,742.0,2,Urgent Servicing Required
59.0,False,465.0,2,No servicing required
10.0,False,239.0,2,Perfect
102.0,True,686.0,2,No servicing required
441.0,True,990.0,4,Delay for servicing
12.0,False,445.0,1,No servicing required
186.0,True,463.0,1,No servicing required
211.0,True,929.0,3,Urgent Servicing Required
355.0,True,564.0,2,No servicing required
566.0,True,676.0,3,Service required soon
575.0,False,603.0,2,Service required soon
87.0,True,389.0,4,Perfect
83.0,True,395.0,3,Perfect
172.0,True,237.0,1,Perfect
368.0,True,732.0,2,Service required soon
54.0,True,724.0,4,No servicing required
111.0,True,716.0,2,No servicing required
762.0,True,893.0,1,Urgent Servicing Required
297.0,True,560.0,1,No servicing required
6.0,True,371.0,3,Perfect
22.0,False,569.0,2,No servicing required
408.0,False,993.0,4,Delay for servicing
710.0,False,913.0,1,Delay for servicing
259.0,True,654.0,1,No servicing required
870.0,False,906.0,3,Ground
29.0,False,769.0,3,Service required soon
23.0,True,566.0,2,No servicing required
245.0,True,405.0,3,No servicing required
452.0,True,682.0,4,Service required soon
718.0,True,747.0,1,Service required soon
268.0,False,445.0,2,No servicing required
240.0,False,534.0,3,No servicing required
175.0,False,412.0,1,No servicing required
136.0,True,633.0,2,No servicing required
219.0,True,791.0,2,Service required soon
125.0,False,209.0,3,Perfect
515.0,True,799.0,4,Service required soon
267.0,True,523.0,4,No servicing required
485.0,True,534.0,1,No servicing required
329.0,True,687.0,1,No servicing required
290.0,True,832.0,4,Service required soon
56.0,False,286.0,2,Perfect
224.0,True,820.0,1,Service required soon
106.0,True,464.0,2,No servicing required
204.0,False,324.0,4,No servicing required
615.0,True,921.0,3,Delay for servicing
431.0,True,516.0,1,No servicing required
237.0,False,317.0,1,No servicing required
179.0,True,340.0,3,Perfect
217.0,False,249.0,4,Perfect
570.0,True,755.0,3,Service required soon
508.0,True,625.0,3,No servicing required
339.0,True,348.0,4,Perfect
828.0,True,991.0,2,Delay for servicing
21.0,True,859.0,2,Service required soon
38.0,True,106.0,2,Perfect
48.0,True,997.0,1,Service required soon
188.0,False,387.0,4,No servicing required
896.0,True,953.0,1,Delay for servicing
602.0,True,631.0,2,No servicing required
673.0,False,995.0,1,Delay for servicing
11.0,True,675.0,2,No servicing required
178.0,False,642.0,2,No servicing required
198.0,False,605.0,2,No servicing required
530.0,True,584.0,1,No servicing required
341.0,True,391.0,3,No servicing required
132.0,False,367.0,2,No servicing required
6.0,False,101.0,1,Perfect
234.0,False,903.0,3,Delay for servicing
108.0,True,462.0,3,No servicing required
75.0,False,798.0,1,Service required soon
647.0,True,797.0,1,Service required soon
127.0,True,556.0,4,No servicing required
198.0,True,634.0,4,No servicing required
240.0,True,626.0,3,No servicing required
182.0,True,761.0,2,Service required soon
555.0,True,599.0,3,No servicing required
560.0,True,755.0,2,Service required soon
124.0,True,834.0,4,Service required soon
288.0,False,655.0,3,Service required soon
726.0,False,772.0,3,Delay for servicing
249.0,True,256.0,1,Perfect
715.0,False,760.0,1,Urgent Servicing Required
151.0,True,910.0,1,Service required soon
116.0,True,481.0,1,No servicing required
474.0,True,698.0,2,No servicing required
209.0,True,599.0,3,No servicing required
232.0,True,797.0,3,Service required soon
394.0,False,543.0,2,No servicing required
478.0,False,943.0,1,Delay for servicing
412.0,True,790.0,2,Service required soon
539.0,False,879.0,2,Delay for servicing
46.0,True,509.0,4,No servicing required
95.0,True,808.0,1,Service required soon
422.0,True,840.0,2,Service required soon
563.0,False,726.0,3,Urgent Servicing Required
377.0,True,844.0,3,Service required soon
320.0,True,560.0,4,No servicing required
5.0,True,975.0,3,Urgent Servicing Required
122.0,True,371.0,4,Perfect
485.0,False,612.0,3,Service required soon
276.0,True,549.0,4,No servicing required
112.0,False,238.0,1,Perfect
475.0,True,760.0,3,Service required soon
709.0,True,764.0,4,Urgent Servicing Required
572.0,True,702.0,3,Service required soon
572.0,False,806.0,2,Urgent Servicing Required
144.0,True,175.0,2,Perfect
463.0,False,857.0,2,Delay for servicing
336.0,False,733.0,2,Service required soon
770.0,True,894.0,1,Urgent Servicing Required
224.0,False,632.0,4,Service required soon
382.0,True,870.0,1,Service required soon
39.0,False,520.0,3,No servicing required
38.0,False,791.0,3,Service required soon
594.0,True,992.0,2,Delay for servicing
396.0,True,582.0,2,No servicing required
73.0,True,280.0,2,Perfect
324.0,False,410.0,3,No servicing required
356.0,True,850.0,3,Urgent Servicing Required
457.0,True,896.0,4,Urgent Servicing Required
98.0,True,376.0,2,Perfect
702.0,True,718.0,1,Service required soon
139.0,True,309.0,1,Perfect
696.0,True,736.0,2,Service required soon
61.0,True,754.0,2,No servicing required
13.0,True,286.0,4,Perfect
99.0,True,660.0,3,No servicing required
78.0,True,588.0,1,No servicing required
310.0,False,377.0,4,No servicing required
36.0,True,579.0,4,No servicing required
339.0,False,943.0,3,Delay for servicing
525.0,True,568.0,1,No servicing required
175.0,True,644.0,4,No servicing required
616.0,True,714.0,2,Service required soon
643.0,False,759.0,3,Urgent Servicing Required
96.0,True,519.0,4,No servicing required
464.0,True,777.0,1,Service required soon
23.0,True,522.0,4,No servicing required
779.0,False,888.0,2,Delay for servicing
363.0,True,703.0,2,Service required soon
270.0,False,346.0,3,No servicing required
110.0,True,610.0,3,No servicing required
548.0,True,638.0,1,No servicing required
213.0,False,454.0,1,No servicing required
178.0,True,606.0,4,No servicing required
922.0,False,945.0,4,Ground
307.0,True,409.0,4,No servicing required
343.0,True,576.0,3,No servicing required
753.0,True,802.0,1,Urgent Servicing Required
348.0,True,417.0,3,No servicing required
417.0,False,561.0,3,Service required soon
571.0,False,945.0,1,Delay for servicing
199.0,False,451.0,4,No servicing required
438.0,True,885.0,2,Urgent Servicing Required
482.0,True,865.0,4,Urgent Servicing Required
385.0,False,969.0,2,Delay for servicing
209.0,True,983.0,1,Urgent Servicing Required
84.0,False,419.0,2,No servicing required
44.0,True,212.0,3,Perfect
323.0,True,468.0,3,No servicing required
618.0,True,682.0,4,Service required soon
478.0,True,582.0,1,No servicing required
349.0,False,931.0,2,Delay for servicing
302.0,True,935.0,2,Urgent Servicing Required
485.0,True,590.0,3,No servicing required
828.0,True,832.0,2,Urgent Servicing Required
184.0,True,549.0,4,No servicing required
92.0,False,598.0,2,No servicing required
246.0,True,388.0,2,Perfect
438.0,True,510.0,2,No servicing required
186.0,True,975.0,3,Urgent Servicing Required
101.0,True,261.0,1,Perfect
527.0,True,920.0,3,Urgent Servicing Required
258.0,True,334.0,3,Perfect
27.0,False,744.0,4,Service required soon
161.0,True,591.0,3,No servicing required
306.0,True,383.0,3,No servicing required
51.0,True,898.0,3,Service required soon
54.0,True,722.0,1,No servicing required
423.0,True,626.0,1,No servicing required
312.0,True,908.0,4,Urgent Servicing Required
371.0,True,579.0,1,No servicing required
272.0,False,765.0,1,Service required soon
633.0,True,974.0,4,Delay for servicing
112.0,True,842.0,4,Service required soon
475.0,True,599.0,2,No servicing required
468.0,False,503.0,3,No servicing required
137.0,True,236.0,1,Perfect
34.0,True,132.0,2,Perfect
497.0,True,700.0,3,Service required soon
276.0,True,524.0,4,No servicing required
40.0,False,994.0,3,Delay for servicing
152.0,True,726.0,1,No servicing required
346.0,False,569.0,1,No servicing required
277.0,True,635.0,1,No servicing required
111.0,True,583.0,3,No servicing required
494.0,False,924.0,4,Delay for servicing
399.0,True,428.0,2,No servicing required
366.0,True,531.0,1,No servicing required
654.0,True,686.0,1,Service required soon
102.0,True,288.0,1,Perfect
234.0,True,759.0,4,Service required soon
170.0,False,763.0,1,Service required soon
586.0,True,941.0,2,Urgent Servicing Required
131.0,True,827.0,4,Service required soon
594.0,True,711.0,1,Service required soon
156.0,False,931.0,4,Delay for servicing
62.0,True,316.0,1,Perfect
701.0,True,888.0,4,Urgent Servicing Required
215.0,True,556.0,4,No servicing required
701.0,True,901.0,4,Delay for servicing
140.0,False,957.0,2,Delay for servicing
296.0,True,485.0,3,No servicing required
91.0,True,140.0,1,Perfect
108.0,True,721.0,2,No servicing required
76.0,True,252.0,1,Perfect
55.0,True,882.0,3,Service required soon
85.0,True,503.0,2,No servicing required
221.0,False,909.0,4,Delay for servicing
153.0,False,372.0,2,No servicing required
156.0,True,157.0,4,Perfect
166.0,True,819.0,4,Service required soon
495.0,True,521.0,4,No servicing required
57.0,True,151.0,2,Perfect
219.0,True,276.0,2,Perfect
437.0,True,994.0,1,Urgent Servicing Required
115.0,True,308.0,1,Perfect
175.0,False,514.0,4,No servicing required
375.0,True,679.0,1,No servicing required
222.0,True,887.0,3,Service required soon
350.0,True,828.0,2,Service required soon
401.0,False,686.0,3,Service required soon
277.0,False,831.0,3,Urgent Servicing Required
221.0,False,816.0,3,Urgent Servicing Required
310.0,True,935.0,1,Urgent Servicing Required
521.0,True,583.0,2,No servicing required
444.0,True,916.0,2,Urgent Servicing Required
789.0,True,839.0,1,Urgent Servicing Required
186.0,True,711.0,3,No servicing required
148.0,True,727.0,1,No servicing required
308.0,True,370.0,4,No servicing required
417.0,True,925.0,2,Urgent Servicing Required
585.0,False,593.0,3,Service required soon
360.0,True,848.0,2,Service required soon
275.0,True,788.0,4,Service required soon
245.0,True,402.0,1,Perfect
937.0,True,957.0,2,Delay for servicing
197.0,True,882.0,1,Service required soon
55.0,True,89.0,4,Perfect
92.0,True,241.0,2,Perfect
490.0,True,525.0,1,No servicing required
272.0,True,550.0,4,No servicing required
871.0,False,965.0,3,Ground
77.0,True,680.0,3,No servicing required
73.0,False,973.0,3,Delay for servicing
484.0,True,914.0,3,Urgent Servicing Required
66.0,False,285.0,1,Perfect
302.0,True,388.0,4,No servicing required
68.0,True,476.0,4,No servicing required
889.0,True,993.0,1,Delay for servicing
117.0,True,124.0,4,Perfect
328.0,True,535.0,2,No servicing required
62.0,True,646.0,4,No servicing required
70.0,True,406.0,4,No servicing required
178.0,False,988.0,2,Delay for servicing
305.0,False,639.0,4,Service required soon
248.0,True,940.0,1,Service required soon
215.0,True,374.0,4,No servicing required
74.0,False,388.0,1,No servicing required
275.0,False,570.0,3,No servicing required
469.0,True,985.0,2,Urgent Servicing Required
545.0,False,556.0,4,Service required soon
372.0,True,900.0,3,Urgent Servicing Required
722.0,True,836.0,4,Urgent Servicing Required
534.0,True,707.0,3,Service required soon
49.0,False,87.0,1,Perfect
72.0,True,679.0,4,No servicing required
337.0,True,344.0,3,Perfect
649.0,True,881.0,1,Urgent Servicing Required
297.0,True,498.0,3,No servicing required
299.0,True,662.0,3,No servicing required
64.0,False,646.0,4,Service required soon
436.0,True,673.0,1,No servicing required
67.0,True,739.0,4,No servicing required
900.0,False,947.0,4,Ground
61.0,True,359.0,2,Perfect
205.0,True,889.0,1,Service required soon
753.0,True,955.0,2,Delay for servicing
566.0,True,951.0,2,Delay for servicing
127.0,True,460.0,2,No servicing required
703.0,True,757.0,2,Service required soon
317.0,False,320.0,4,No servicing required
427.0,True,480.0,3,No servicing required
627.0,True,739.0,4,Service required soon
263.0,True,545.0,1,No servicing required
373.0,False,994.0,3,Delay for servicing
51.0,True,208.0,2,Perfect
149.0,True,911.0,1,Service required soon
136.0,True,480.0,1,No servicing required
68.0,False,784.0,2,Service required soon
211.0,False,471.0,3,No servicing required
374.0,True,493.0,3,No servicing required
74.0,True,331.0,2,Perfect
610.0,False,638.0,2,Service required soon
185.0,False,622.0,2,No servicing required
410.0,True,696.0,1,No servicing required
359.0,True,600.0,2,No servicing required
80.0,True,882.0,1,Service required soon
456.0,True,500.0,2,No servicing required
79.0,False,147.0,2,Perfect
231.0,False,753.0,4,Urgent Servicing Required
74.0,True,252.0,3,Perfect
511.0,True,576.0,3,No servicing required
516.0,False,913.0,3,Delay for servicing
276.0,True,580.0,4,No servicing required
894.0,True,916.0,2,Delay for servicing
401.0,True,732.0,2,Service required soon
62.0,True,247.0,1,Perfect
634.0,False,684.0,2,Service required soon
487.0,True,818.0,3,Urgent Servicing Required
221.0,True,868.0,4,Urgent Servicing Required
622.0,True,823.0,2,Urgent Servicing Required
93.0,False,723.0,4,Service required soon
318.0,False,931.0,1,Delay for servicing
516.0,False,810.0,4,Delay for servicing
306.0,False,690.0,3,Service required soon
837.0,True,959.0,3,Delay for servicing
170.0,True,581.0,4,No servicing required
221.0,False,599.0,1,No servicing required
454.0,True,654.0,3,Service required soon
391.0,True,966.0,1,Urgent Servicing Required
706.0,True,740.0,2,Service required soon
160.0,True,409.0,2,No servicing required
21.0,True,732.0,1,No servicing required
45.0,True,779.0,2,No servicing required
154.0,False,676.0,1,Service required soon
693.0,False,884.0,2,Delay for servicing
339.0,True,660.0,2,No servicing required
494.0,True,608.0,4,No servicing required
60.0,False,416.0,4,No servicing required
262.0,True,797.0,4,Service required soon
52.0,False,254.0,4,No servicing required
331.0,False,464.0,3,No servicing required
682.0,True,836.0,3,Urgent Servicing Required
255.0,True,730.0,4,Service required soon
583.0,True,931.0,2,Urgent Servicing Required
257.0,False,359.0,4,No servicing required
